cluster_id,text,post_id,num_posts
post_cluster_2898,I feel like I’m failing my family,"['i1bcjg', 'hit:10368_conv:20736_uttr:1']",2
post_cluster_2899,Running away,"['gda0wv', 'i16eug']",2
post_cluster_2900,Why does everyone hate social media influencers so much?,"['i10ha2', 'ailm9s']",2
post_cluster_2901,I started taking my meds again,"['i0z32t', 'g67to4']",2
post_cluster_2902,I feel guilty for resting and not doing anything,"['i0mkjd', 'cqgp3q']",2
post_cluster_2903,I slept.,"['hhus8y', 'i0itpi']",2
post_cluster_2904,i’m teaching my first classes tomorrow!,"['i0hzu1', 'hit:4447_conv:8895_uttr:1']",2
post_cluster_2905,Today I fainted for the first time ever.,"['i0g75w', '622u1t']",2
post_cluster_2906,Prove me wrong.,"['i0bf84', '86ptpc']",2
post_cluster_2907,I won $15 on a scratch off yesterday!,"['i06ro0', 'hit:4259_conv:8518_uttr:1']",2
post_cluster_2908,When did Facebook become so toxic?,"['i068q1', 'fdwz61']",2
post_cluster_2909,I Got Health Insurance!,"['hzot2o', 'c06jz7']",2
post_cluster_2910,My friend made my day.,"['hzj2yp', 'eocyjp']",2
post_cluster_2911,I’m doing an experiment,"['hymd3m', '7ploci']",2
post_cluster_2912,Do you ever feel bad that you're depressed?,"['hyhdem', '7i4wez']",2
post_cluster_2913,What did you accomplish today that is new?,"['hycd67', 'd0muph']",2
post_cluster_2914,I think I want to be a writer,"['hxw00f', 'bucvre']",2
post_cluster_2915,I really want to know.,"['hx74xq', '7wcxrf']",2
post_cluster_2916,I love fruit so much.,"['hwxiu0', '8677lq']",2
post_cluster_2917,Let's talk about aliens!,"['hwvglj', '617wi2']",2
post_cluster_2918,I don't really like reading books,"['hwm6jl', '5m9kbn']",2
post_cluster_2919,Anyone else hate their hair with a passion?,"['hwicxb', 'a5gc92']",2
post_cluster_2920,Working on going to college,"['hvtocl', 'ggughu']",2
post_cluster_2921,Let's talk public transit.,"['hve3dn', '65oqmx']",2
post_cluster_2922,I know a lot of people don't like kpop,"['huzsuk', 'g5iops']",2
post_cluster_2923,Does anybody feel incredibly good right now?,"['htbde8', 'da8xjw']",2
post_cluster_2924,Never Forget Your Worth,"['hsv1gq', 'ew1kf0']",2
post_cluster_2925,I have been feeling super low these days,"['hst7wo', 'o15tww']",2
post_cluster_2926,Im sad,"['hsbx1m', '5uqm7b']",2
post_cluster_2927,How many pillows do you sleep on at night?,"['hsa1k5', 'ga9wbd']",2
post_cluster_2928,Open to any conversation,"['hrgvjo', 'i4b3yu']",2
post_cluster_2929,I've started smiling recently,"['hr6ms8', '9tchcv']",2
post_cluster_2930,Tell me what music inspires you!,"['hr3v18', 'evtlv5']",2
post_cluster_2931,What To DO?,"['hqx20b', 'bpw1d1']",2
post_cluster_2932,I hate having money,"['hqswi2', '7b27x5']",2
post_cluster_2933,Im an introverted leader now!,"['hqkunf', 'ffxt61']",2
post_cluster_2934,Just discovered a hole in the back of my shorts,"['hq7uns', '82wjz9']",2
post_cluster_2935,One of my cats basically never shuts up.,"['hpoc4w', 'fir58j']",2
post_cluster_2936,What movies for you sparked strong emotions?,"['hpnuzn', '7bk0sp']",2
post_cluster_2937,I need a favor,"['hp3ofh', 'cp1252']",2
post_cluster_2938,I love random compliments,"['hp36h4', '7b6jbd']",2
post_cluster_2939,I've been constantly flossing for a month!,"['hon3ah', 'gx9eq6']",2
post_cluster_2940,I’m really upset and could use a distraction.,"['ho0g6k', '6qz6zo']",2
post_cluster_2941,I don’t know what I want from life.,"['hnlvbm', '7yhl8z']",2
post_cluster_2942,Anyone feel the same as me during quarantine?,"['hnaf7c', 'g1fl0d']",2
post_cluster_2943,Everything's going fine.,"['hna4da', 'hit:11658_conv:23316_uttr:1']",2
post_cluster_2944,I got a new phone a few days ago.,"['hn8wgj', 'hit:8952_conv:17905_uttr:1']",2
post_cluster_2945,I bought my first vacuum today.,"['hmiz7f', 'hit:6812_conv:13625_uttr:1']",2
post_cluster_2946,I've recently moved,"['hlvxlh', 'hit:11181_conv:22363_uttr:1']",2
post_cluster_2947,Finally Started Dating My Best Friend,"['hlhq1k', '6364d6']",2
post_cluster_2948,I get my university results in 2 hours,"['hkfatx', '99jgy1']",2
post_cluster_2949,If you could move...,"['hk2mxu', '7vda99']",2
post_cluster_2950,"Good morning everyone, I hope everyone doing amazing.","['hjywz9', '8f0jzm']",2
post_cluster_2951,Thinking of getting a cat,"['hjmf4o', 'a1iwa4']",2
post_cluster_2952,What should i learn?,"['ek137a', 'hiarih']",2
post_cluster_2953,I just bingewatched BoJack Horseman.,"['hi75zh', '70d92c']",2
post_cluster_2954,I shed 16 pounds this month through dieting,"['hi3e9c', 'gc95nz']",2
post_cluster_2955,You like Jazz?,"['hhvdxb', 'drljbe']",2
post_cluster_2956,I came out today.,"['hhr9i1', 'dpgpio']",2
post_cluster_2957,I made my bed this morning.,"['hhm3ud', '8g7mr3']",2
post_cluster_2958,I freaking love bots!!!!,"['hgk5xk', '94j8lo']",2
post_cluster_2959,In which I ask questions.,"['hgg7a2', 'hgg4d1']",2
post_cluster_2960,I forgot my bra,"['hgbd2g', 'arl7fw']",2
post_cluster_2961,"Today, I deleted most of my photos.","['hgb5gf', 'ca9s6j']",2
post_cluster_2962,Look forward to the potential chats!,"['hg5d39', '99zzgy']",2
post_cluster_2963,Anybody else feel this way about getting older?,"['hfw3oo', '8zoi0z']",2
post_cluster_2964,Overwhelmed at work,"['hfpynz', '8x29y1']",2
post_cluster_2965,University is killing me.,"['hfk4h0', 'dvan2t']",2
post_cluster_2966,Messed up with a girl I’m talking to,"['hfi2f2', '7hcbu1']",2
post_cluster_2967,Why do you enjoy or dislike Reality TV shows?,"['he5va0', 'fotdt0']",2
post_cluster_2968,Having your 21st birthday right now sucks.,"['he5ov5', '6fm5pp']",2
post_cluster_2969,I always thought i never wanted to get married,"['hdj99z', '8zw2ud']",2
post_cluster_2970,I was suspended at work for 2 days,"['hd0bfy', '8weazv']",2
post_cluster_2971,I love the leader in my country,"['hcdi8q', 'hcdi8o']",2
post_cluster_2972,I’m going to see my girlfriend again :D,"['hbvt46', 'aysvsh']",2
post_cluster_2973,I never got along well with my sister.,"['hbsekw', 'hit:1194_conv:2388_uttr:1']",2
post_cluster_2974,I think I messed up!,"['hbpj26', '7pidsa']",2
post_cluster_2975,Caught in the rain running today,"['hbiala', 'e2tytg']",2
post_cluster_2976,thursday means we're almost home!,"['hbd87i', 'h0z8kc']",2
post_cluster_2977,Decided to go to med school,"['hbbcv7', '844ow7']",2
post_cluster_2978,Today I woke up early!,"['hag66l', 'ap3kaz']",2
post_cluster_2979,What skill have you learned during quarantine?,"['ha9s5e', 'gsjh5o']",2
post_cluster_2980,I don't like my teeth,"['h9ygog', '9rgagc']",2
post_cluster_2981,I stargazed tonight in a long time.,"['h9aqec', 'gda53n']",2
post_cluster_2982,Landed my first kickflip today,"['h98z18', 'c2dudz']",2
post_cluster_2983,i wish i was rich.,"['h98xab', 'hit:2685_conv:5370_uttr:1']",2
post_cluster_2984,I’m terrified to become a parent.,"['h8xzcy', 'cbrysr']",2
post_cluster_2985,Are you guys feeling ok?,"['h8s8az', '6excr4']",2
post_cluster_2986,I feel trapped in the wrong generation,"['h8maar', '5zvhsw']",2
post_cluster_2987,I feel like I know next to nothing.,"['h8m47x', '7cy8xi']",2
post_cluster_2988,I feel helpless,"['h8lldw', '6sjbu1']",2
post_cluster_2989,How can I become more attractive?,"['h8dwxh', 'gdz9sw']",2
post_cluster_2990,starting my spiritual journey,"['h82qld', '7b1lpy']",2
post_cluster_2991,What songs help you sleep?,"['h82fxc', 'fd6pg6']",2
post_cluster_2992,"Today, I won after weeks of playing!","['h7zygx', 'hit:7839_conv:15679_uttr:1']",2
post_cluster_2993,Finally made the first big purchase with my boyfriend,"['h7x7ex', 'euomen']",2
post_cluster_2994,I really love gardening,"['h7o7fe', 'gpme3p']",2
post_cluster_2995,Feel free to vent :),"['h0z6qu', '6uxacu']",2
post_cluster_2996,Has anyone else canceled their trip?,"['h0nppn', 'fuk1b2']",2
post_cluster_2997,Please leave any suggestions.,"['h0jmmr', '7ash24']",2
post_cluster_2998,Can anyone help me choose a YouTube name.,"['h02zfa', 'fdijrr']",2
post_cluster_2999,I forgot how to sleep,"['h01tg5', 'noonc8']",2
post_cluster_3000,Anyone want to play some video games,"['gyw6su', 'c00gm7']",2
post_cluster_3001,I do not know what to call this..,"['gyjkgi', 'dnlzhl']",2
post_cluster_3002,I’m learning to walk again!!,"['gygyrz', 'gl39ke']",2
post_cluster_3003,"What are you ""stay at home"" hobbies?","['gyf5el', 'g4vrkj']",2
post_cluster_3004,Learned this way too late in life,"['gy3o13', 'abphnt']",2
post_cluster_3005,I feel like Quarantine is Never Going to End,"['gxg6m8', 'gphvkd']",2
post_cluster_3006,How do I let go of material things?,"['gxd3rb', '8f3s4x']",2
post_cluster_3007,Once again looking for anyone,"['gwt76b', '9clu4s']",2
post_cluster_3008,I'm hurting so much,"['gwru4a', '9e3moc']",2
post_cluster_3009,Expecting a call today,"['gwnk36', 'hit:10794_conv:21589_uttr:1']",2
post_cluster_3010,This morning I made a terrible mistake.,"['gwkrj5', 'd51kxg']",2
post_cluster_3011,Need some light hearted conversation,"['gwkchg', '5tapj0']",2
post_cluster_3012,How do you deal with envy?,"['gwcjgo', 'e2ropr']",2
post_cluster_3013,A little kindness goes a long way,"['gvzmtl', 'bhcw98']",2
post_cluster_3014,I made something,"['gvu8sp', '7z88vc']",2
post_cluster_3015,I finally texted my crush last night...,"['gvgxb3', '9h7iip']",2
post_cluster_3016,I Want To Make A Video Game,"['gvekyp', '8ydfiw']",2
post_cluster_3017,Anyone else feeling fatigued going back to work?,"['gve0hv', '6pj5ih']",2
post_cluster_3018,Things aren’t going so great.,"['gv1mo7', '5yr4u6']",2
post_cluster_3019,I feel bad for people named Karen.,"['guyjno', 'awju3c']",2
post_cluster_3020,I got into the top band!,"['guvzf7', '9ghe7p']",2
post_cluster_3021,I just want to go camp in the woods,"['gudk7o', 'hit:2868_conv:5736_uttr:1']",2
post_cluster_3022,"Hello, I’m bored","['gu7ufy', 'fizuye']",2
post_cluster_3023,Something really funny happened to me,"['gu4opy', '69hifd']",2
post_cluster_3024,I’ve always wanted to write a rap.,"['gtvulx', 'ggp6zp']",2
post_cluster_3025,I was supposed to get married today,"['goy5wr', 'gtfze2']",2
post_cluster_3026,Do you completely trust someone?,"['gtbmsy', 'flu9gd']",2
post_cluster_3027,What am i feeling?,"['gt2qm8', 'e5uret']",2
post_cluster_3028,I feel underappreciated.,"['gsryk5', 'fy7vi6']",2
post_cluster_3029,How has your attractiveness affected your life?,"['gspmse', '7la6o7']",2
post_cluster_3030,How do you guys feel about weird compliments?,"['gsobvs', 'fwurmj']",2
post_cluster_3031,Seeing the bright side of things,"['gsc9aw', 'dbe2zw']",2
post_cluster_3032,How can I gain confidence when talking to people?,"['gs8gr8', 'hit:8145_conv:16290_uttr:1']",2
post_cluster_3033,What can I listen to when working out?,"['gs3vqp', '75dhg8']",2
post_cluster_3034,Do you use dark or light mode?,"['grpwaw', 'df44r4']",2
post_cluster_3035,How do you feel about yourself?,"['graib5', '79isg7']",2
post_cluster_3036,Does anyone else feel like a fraud?,"['gqtwrr', '7lzw9r']",2
post_cluster_3037,Should you tip when picking up takeout?,"['gqrf9y', '7su4nj']",2
post_cluster_3038,I felt like a baby.,"['gqra2a', 'dyt8g3']",2
post_cluster_3039,I love popcorn,"['gqp2nm', '5r9tav']",2
post_cluster_3040,Hard work sure does pay off huh lol,"['gpv43l', 'kgbcik']",2
post_cluster_3041,Have you guys experienced this as well ?,"['gpt9x7', '9z59ie']",2
post_cluster_3042,Living alone during quarantine,"['gpmjw5', 'funl8y']",2
post_cluster_3043,You ever feel like... demotivated of doing anything?,"['gpgrb1', '7r75wq']",2
post_cluster_3044,Anybody else discovering a lot during quarantine??,"['gpecrb', 'gn9szj']",2
post_cluster_3045,Please let me know.,"['gp2crf', 'fb9k7r']",2
post_cluster_3046,I just deleted Snapchat,"['gp0aj3', '7atya5']",2
post_cluster_3047,I can't stop binge eating,"['gozxit', '91ut3z']",2
post_cluster_3048,Do you prefer dogs or cats?,"['govhj0', '7svkk5']",2
post_cluster_3049,Make Lemonade,"['goru7c', 'fth8bl']",2
post_cluster_3050,Just putting some gratitude out into the world.,"['goglcj', 'dhczh2']",2
post_cluster_3051,Let’s do it,"['godg91', 'a5fk0w']",2
post_cluster_3052,Help me name my chicken,"['gnjzh0', 'gnjzhy']",2
post_cluster_3053,Guys I need advice,"['gnjzgz', '8oef5n']",2
post_cluster_3054,I’m a mashed potatoes enthusiast,"['gnivw4', 'fe3teu']",2
post_cluster_3055,I really dislike soupy oatmeal.,"['gnda12', 'g2fk8p']",2
post_cluster_3056,My credit score just went up almost 100 pts!,"['gnbwce', 'ecib78']",2
post_cluster_3057,Didn't want to see my girlfriend due to coronavirus,"['gn5jla', 'foj0y4']",2
post_cluster_3058,Should I attend to my graduation?,"['gn3sxw', '7du1dt']",2
post_cluster_3059,The less well known the better,"['gmzcyl', '7qof0a']",2
post_cluster_3060,Anyone wants to chat about random things anonymously?,"['gmuidr', 'b4d9o7']",2
post_cluster_3061,Does anyone else not like eating out at restaurants?,"['gmpqw5', 'ggdiv2']",2
post_cluster_3062,How much caffeine do you consume on average everyday?,"['gmk2bj', '7oecf1']",2
post_cluster_3063,I think I just hit rock bottom,"['gmi3vp', '7j980z']",2
post_cluster_3064,Has anyone else not gotten their stimulus checks yet?,"['gmcfnj', 'fy2qo0']",2
post_cluster_3065,Losing touch with friends,"['gm9fix', '9s8b9i']",2
post_cluster_3066,I just pray for better days.,"['glz55p', 'hit:4227_conv:8454_uttr:1']",2
post_cluster_3067,Ear worms,"['glug8r', '8cgnnc']",2
post_cluster_3068,my dad told me to just kill myself,"['gluf5f', '6p45nf']",2
post_cluster_3069,What makes a dream stick with you?,"['glrost', '6k5ai8']",2
post_cluster_3070,How much time spend on your phone?,"['glkvn2', '8z6xp1']",2
post_cluster_3071,I might be getting a psychologist!,"['gljz3b', 'cm687p']",2
post_cluster_3072,Do you like Israel?,"['glhwrp', 'glhwsr']",2
post_cluster_3073,Got my first ever paid acting gig,"['gldmyp', '6srso4']",2
post_cluster_3074,The sunset makes me really happy,"['gl2p0g', '8fuvr8']",2
post_cluster_3075,I don't enjoy kissing,"['gl27q5', '871e93']",2
post_cluster_3076,Choose wisely.,"['8y7g55', 'gks8ki']",2
post_cluster_3077,Questioning if I’m gay,"['gkb0p6', '7lh8cp']",2
post_cluster_3078,Where to find friends online??,"['gkay0d', '8zwhxi']",2
post_cluster_3079,My grandmother can now use a smartphone!!,"['gka9oc', 'dv7237']",2
post_cluster_3080,I think I am a bad person.,"['gk3qxm', 'a408g1']",2
post_cluster_3081,Does this make me weird?,"['gk2kbx', '6mfzhc']",2
post_cluster_3082,Can’t decide.,"['gjr352', '7c3xgy']",2
post_cluster_3083,Waited too long,"['gjjvzj', 'fixq5k']",2
post_cluster_3084,What do you think is the best season?,"['gitaer', 'c8yh7b']",2
post_cluster_3085,How can I improve my self-discipline?,"['giqci3', 'crvjds']",2
post_cluster_3086,help meeee,"['gi50kl', '7rvwa4']",2
post_cluster_3087,How do you think about age difference in a relationship,"['ghz0br', '9dxzjc']",2
post_cluster_3088,Most fun I've had in years with Minecraft!,"['ghwgsu', 'cqh83r']",2
post_cluster_3089,I need to see a psychiatrist,"['ghmutb', 'kqcvja']",2
post_cluster_3090,Does anyone regret not playing sports in high school?,"['ghbq03', 'fg8frr']",2
post_cluster_3091,"I just received a ""thank you""","['gha2e7', 'dg44f2']",2
post_cluster_3092,How do you guys deal with sleep paralysis?,"['gh3fi8', '7v8v7i']",2
post_cluster_3093,I started learning Japanese today!,"['gh3d4w', '8nhhl9']",2
post_cluster_3094,Why don't I like being called a nice guy,"['gh1nox', '9ptwoz']",2
post_cluster_3095,I haven’t cut myself in 3 months,"['gga6sv', 'f9cowm']",2
post_cluster_3096,It is snowing in May.,"['gg6ahw', '6alkyw']",2
post_cluster_3097,I met a lottery winner at the dog park today,"['gg0nwr', 'gfzn42']",2
post_cluster_3098,Today I go back to work.,"['gfsb7h', 'hit:6111_conv:12223_uttr:1']",2
post_cluster_3099,I think I converted my boyfriend into a cat person,"['gfre31', '8ewcvi']",2
post_cluster_3100,Send animal pictures please,"['gfpmql', 'fm3hk5']",2
post_cluster_3101,I kind of feel successful a little bit.,"['gfo3se', '6wah9t']",2
post_cluster_3102,I just finished a workout!,"['gfh19t', '9cbo0j']",2
post_cluster_3103,I like to eat A LOT,"['gehoy6', '6qrj0z']",2
post_cluster_3104,It makes me feel unimportant and really insecure.,"['geha1k', '69myr8']",2
post_cluster_3105,How do you stay calm?,"['ge5apl', 'fbuy78']",2
post_cluster_3106,I haven’t ran in years.,"['ge4oxl', 'ftg1b6']",2
post_cluster_3107,I made it.,"['ge3143', '8p8z7f']",2
post_cluster_3108,Someone stole my birthday presents,"['gdqxds', '9hdire']",2
post_cluster_3109,Getting rid of an addiction,"['gd8l4c', 'a05ltx']",2
post_cluster_3110,I’ve never had a BEST friend.,"['gcrm5f', '9no8to']",2
post_cluster_3111,Looking Forward:,"['gcr7o8', '9vxmqr']",2
post_cluster_3112,What Do you think or feel at this moment?,"['gcmmop', 'bhkwfv']",2
post_cluster_3113,Today I was recognised,"['gch9d9', 'fjzzsa']",2
post_cluster_3114,My father is turning 50!,"['gce2zj', 'cj0s0s']",2
post_cluster_3115,I feel so bad right now,"['gbxt2q', 'cdkh5a']",2
post_cluster_3116,Scared of living a regular life,"['gbw2q1', 'gbw2s3']",2
post_cluster_3117,"Today, I reached 49 subscribers.","['gbmo8f', 'fi5y7e']",2
post_cluster_3118,I’m such a failure,"['gbfhu8', 'dvym10']",2
post_cluster_3119,How will you behave in this situation?,"['gb04cp', '6ts3z7']",2
post_cluster_3120,Did time just skip an hour ahead?,"['gapiw0', 'fpv04x']",2
post_cluster_3121,Everything will all work out.,"['ga3z38', 'f854ok']",2
post_cluster_3122,Depression is starting to haunt me again,"['g9rt7q', 'fcq1ow']",2
post_cluster_3123,I made my dad laugh really hard today.,"['g9f9l6', 'e0iupu']",2
post_cluster_3124,I ate McDonalds for the first time ever today.,"['g9f7iw', 'atbj42']",2
post_cluster_3125,I’m quitting my job to save my mental health,"['g8zhcp', 'f6u0vy']",2
post_cluster_3126,Should i become a youtuber/blogger??,"['g8uv5l', '71stq1']",2
post_cluster_3127,Have you ever stopped eating until you threw up?,"['g8tgkf', 'c58bpf']",2
post_cluster_3128,I'm reading my first Stephen King book.,"['g8smxf', '6foq0p']",2
post_cluster_3129,How do you give a genuine apology?,"['g8aqku', 'ce38yv']",2
post_cluster_3130,Let’s talk about writing.,"['g7pero', '98dyli']",2
post_cluster_3131,I want to start reading again,"['g7fydc', 'e9tfy4']",2
post_cluster_3132,My house has been invaded,"['g6ytw2', '9zsosm']",2
post_cluster_3133,I started painting again today!,"['g6lm5a', 'f0roxu']",2
post_cluster_3134,I think I'm giving up on relationships,"['g6kxg9', '7geaug']",2
post_cluster_3135,I think I found my calling!,"['g6ec5r', 'g5dmjl']",2
post_cluster_3136,I just watched Interstellar.,"['g6dzp3', '8uncoo']",2
post_cluster_3137,What dumb things did you believe as a kid?,"['g6bz5v', 'g65995']",2
post_cluster_3138,Dreaming in the third person?,"['g6azc7', '8de6aj']",2
post_cluster_3139,Anyone else stir crazy?,"['g66frw', 'fmplyv']",2
post_cluster_3140,Help Others,"['g65lme', '7vv2ad']",2
post_cluster_3141,I just paid off $9k of credit card debt,"['g5x6cx', 'f3vzxa']",2
post_cluster_3142,I’m enjoying quarantine with my SO,"['g5v5xs', 'g1egc3']",2
post_cluster_3143,It happened to me last night.,"['g5tdi1', '8thd8n']",2
post_cluster_3144,Who else is feeling a little crazy?,"['g5s8m1', 'b5lbbx']",2
post_cluster_3145,How do you guys drink something?,"['g5nwn5', '8nsqoq']",2
post_cluster_3146,I made my first feature length movie,"['g55045', 'f2x7yj']",2
post_cluster_3147,Fuck this shit,"['g4qrr3', 'd15yny']",2
post_cluster_3148,I can’t believe this is happening,"['g4q18a', 'ane7wo']",2
post_cluster_3149,How are y'all passing the time?,"['g4jvw4', 'fllaew']",2
post_cluster_3150,Guess what?,"['7fbwj3', 'g4gq3y']",2
post_cluster_3151,How has everyone else been staying sane?,"['g48apm', 'g41fs0']",2
post_cluster_3152,Recommend me three song that you like...,"['g42exq', '7gv3yx']",2
post_cluster_3153,Got any music recommendations for my little party?,"['g3qkhm', '77qhnf']",2
post_cluster_3154,It’s my moms birthday today,"['g3q1ya', 'fmu8mv']",2
post_cluster_3155,My 21st birthday is going to be steamrolled by Covid-19,"['g2t4yu', 'fjmtzm']",2
post_cluster_3156,Recently got 3 baby bunnies,"['g2qh62', 'g2qh61']",2
post_cluster_3157,I danced today!,"['g2o8m8', '769qdq']",2
post_cluster_3158,I work maintenance at a disabled care home.,"['g2m7g1', 'fqmx1j']",2
post_cluster_3159,Have you ever heard about Slovakia?,"['g2m0vk', '8wnyaq']",2
post_cluster_3160,What are you doing to stay happy during quarantine?,"['fu2gr1', 'g2koil']",2
post_cluster_3161,I took my dog to get spayed today,"['g2hia0', '8djh2w']",2
post_cluster_3162,I have become nocturnal,"['g2e34p', '7s2li1']",2
post_cluster_3163,I pierced myself last night.,"['g2dt5u', 'aii1yg']",2
post_cluster_3164,My coworker asked if I was pregnant today.,"['g220dl', '5mtb3l']",2
post_cluster_3165,"After 2 weeks, I finally perfected my sourdough starter","['g20kyr', 'fjc1ed']",2
post_cluster_3166,Struggling with holding it together,"['g1nk7t', '7lxhhl']",2
post_cluster_3167,Making time for new hobbies,"['g16eye', 'fxn0jo']",2
post_cluster_3168,What advice would you give to your younger self?,"['g0xvpe', '90nzye']",2
post_cluster_3169,What do you think YouTube Rewind 2020 will include?,"['g0sslh', 'e63phq']",2
post_cluster_3170,I can finally touch my toes!!,"['g0ikv2', 'a9kklb']",2
post_cluster_3171,Starting my diet today,"['g0gy3b', 'es8lyc']",2
post_cluster_3172,My dream college turned me down,"['g0ecxn', 'aopjzw']",2
post_cluster_3173,I just applied for college as a 40 year old,"['g0crc7', '99j453']",2
post_cluster_3174,I miss people,"['fzhspx', 'ig612b']",2
post_cluster_3175,I USE TO BE TERRIFIED OF DOGS,"['fz8zn2', 'hit:1248_conv:2496_uttr:1']",2
post_cluster_3176,I started writing yesterday after more than 2 years,"['fz541c', 'cwq2po']",2
post_cluster_3177,Do you ever regret the career that you chose?,"['fz3te0', '76bqbo']",2
post_cluster_3178,Today I held a cat for the first time,"['fyoc55', 'd9op3e']",2
post_cluster_3179,Anyone else ridiculously touch-starved?,"['fyetcp', 'bqxzwu']",2
post_cluster_3180,My sleep schedule got messed up real quick,"['fxp7u5', '615pum']",2
post_cluster_3181,I refuse to dance.,"['fxhtwp', '8s2tc5']",2
post_cluster_3182,"You've been given powers, super powers!","['fxcno6', 'ef7pgo']",2
post_cluster_3183,Sometimes I wish I were a dog.,"['fxaywj', '72ix9y']",2
post_cluster_3184,I think I am a background friend.,"['fx7ch4', 'fx6bm3']",2
post_cluster_3185,Getting better,"['fw2kfw', '7gy9yd']",2
post_cluster_3186,I miss being homeless,"['fvqhqz', '92vxkc']",2
post_cluster_3187,I love homeschooling my little brother!,"['fvjmgb', '8ul2p5']",2
post_cluster_3188,What should we call the COVID-19 quarantine babies?,"['fv7qbt', 'fv7oue']",2
post_cluster_3189,I need a little help finding a post please,"['fv5ogb', 'cnhhya']",2
post_cluster_3190,Let’s hear something good!,"['fuib2r', '80trl3']",2
post_cluster_3191,I played minecraft,"['fuf0dx', 'cyysii']",2
post_cluster_3192,Would like some help...,"['fubrhf', 'bwt7jy']",2
post_cluster_3193,I wore my favourite perfume today!,"['fu5ozt', '74qwwz']",2
post_cluster_3194,When the pandemic ends...,"['fu1oct', 'fna9jt']",2
post_cluster_3195,I miss my brother.,"['fu1cvt', '7z1nvy']",2
post_cluster_3196,I want to move country.,"['ftppl8', '7ueuzz']",2
post_cluster_3197,The quarantine has made me really happy,"['ftdsbn', 'flldwr']",2
post_cluster_3198,Went back to school and stopped drinking entirely.,"['ftbnoi', 'ef90rx']",2
post_cluster_3199,Just ended a relationship :/,"['ft7lg8', '7etxrf']",2
post_cluster_3200,Anyone else dislike watching tv/movies?,"['ft1lps', '5wsx8g']",2
post_cluster_3201,My mental health is taking a beating,"['fsviva', 'fsvh8f']",2
post_cluster_3202,"have you met anyone ""like"" yourself?","['fsvdgv', '6rp499']",2
post_cluster_3203,Quarantine has kind of become a blessing to me,"['fstu48', 'gfrhd6']",2
post_cluster_3204,Anyone else been hearing sirens more often than usual?,"['fsrhdd', '6gey27']",2
post_cluster_3205,Can you relate to not enjoying college at all?,"['fsl2jn', '883fd2']",2
post_cluster_3206,Recently scratched someone’s car,"['fsjm4a', 'hit:4519_conv:9039_uttr:1']",2
post_cluster_3207,Working From Home is Hell,"['fsbfju', 'fkp2y3']",2
post_cluster_3208,I get to see my siblings in two days,"['fs7luu', 'dr0ul3']",2
post_cluster_3209,Hating life,"['75jpx5', 'fs2r3b']",2
post_cluster_3210,Finding and sticking to a hobby,"['fs0aq7', 'cjx0wq']",2
post_cluster_3211,People from the UK how are you guys doing?,"['frzkau', '65sd6z']",2
post_cluster_3212,I can't wait to go back to normal.,"['frlh81', '9vqaoh']",2
post_cluster_3213,What have I gotten myself into?,"['friqth', '6vqcmb']",2
post_cluster_3214,I just want to adopt a girl.,"['fr5pv5', '7gyyj7']",2
post_cluster_3215,It sucked,"['fr1lep', 'ctulcd']",2
post_cluster_3216,thinking out loud,"['f5ajkt', 'fr1kil']",2
post_cluster_3217,Does anyone want to have a deep conversation,"['fqxpd1', 'kzqhr9']",2
post_cluster_3218,I made some Beef Wellington tonight...,"['fqx0if', '7cfwwc']",2
post_cluster_3219,Watching the sun rise up is f*cking amazing,"['fqpr0o', 'f1vlf0']",2
post_cluster_3220,My cat slept with me!,"['fq2fs1', '991oo5']",2
post_cluster_3221,the girl who i like texted me,"['fq1w8j', '6s41l3']",2
post_cluster_3222,Stay positive my friends!,"['fpycju', 'gqrnc2']",2
post_cluster_3223,"I’m having a bad day, let’s talk","['fpoo35', '82awqw']",2
post_cluster_3224,I hate having flat feet,"['fpmdmo', 'fp6z7p']",2
post_cluster_3225,MY TOE HURTS,"['fpibsj', '6y41kv']",2
post_cluster_3226,I Ate Soap,"['fp5dkr', 'ci7gjs']",2
post_cluster_3227,What song lyrics give you chills?,"['foznjw', '8bvi3o']",2
post_cluster_3228,I’m just as scared.,"['fomz21', 'cq47hs']",2
post_cluster_3229,How do I stop feeling sad?,"['fnz612', '5njtne']",2
post_cluster_3230,I felt like telling someone.,"['fnz4m9', 'cyu9ax']",2
post_cluster_3231,planning a future,"['fnwp03', '76fzyz']",2
post_cluster_3232,How to train to stay up late?,"['fnqvfb', '801436']",2
post_cluster_3233,Coronavirus has got me running a makeshift daycare from home,"['fnp29h', 'fnd47n']",2
post_cluster_3234,I feel like I’m growing up.,"['fnn1tt', '8uhkwz']",2
post_cluster_3235,Does anyone else remember this?,"['fnld6u', '7sgs4j']",2
post_cluster_3236,"Anyone else ""working"" from home?","['fnk827', '679ck9']",2
post_cluster_3237,Moving sucks...,"['fncs0g', 'agulso']",2
post_cluster_3238,It’s the small things that count,"['fn6jn6', 'drv0ie']",2
post_cluster_3239,Watching The Office for the first time,"['fm9bzn', '6ysg9p']",2
post_cluster_3240,Hello how's it going during these wild times?,"['flwv7t', 'fiqqb7']",2
post_cluster_3241,I love good people,"['fltykw', 'c9zt5g']",2
post_cluster_3242,Struggling a lot this semester.,"['flpwwo', '824qzq']",2
post_cluster_3243,Stuck at work,"['9z7cr2', 'flcg9j']",2
