id,summarized,text,length
hit:8612_conv:17225_uttr:2,1,Did you move far away?,6
hit:8613_conv:17226_uttr:2,1,Did they give you another one for free?,9
hit:8614_conv:17228_uttr:2,0,Why did you feel like you needed to steal candy?,11
hit:8615_conv:17231_uttr:2,0,Did they hit you?,5
hit:8616_conv:17233_uttr:2,1,On social media?,4
hit:8617_conv:17234_uttr:2,1,I remember it was a package of Big League Chew.,11
hit:8617_conv:17235_uttr:2,0,Have you found any good ones?,7
hit:8619_conv:17238_uttr:2,1,I love surprise parties.,5
hit:8620_conv:17241_uttr:2,0,"Oh no, it really sucks seeing someone you care about date someone who isn't good",17
hit:8621_conv:17242_uttr:2,1,That's really rough man.,6
hit:8621_conv:17243_uttr:2,1,Those good old times of fantasy.,7
hit:8623_conv:17246_uttr:2,1,That is one of my biggest fears!,8
hit:8623_conv:17247_uttr:2,1,"Is everything going well, though?",7
hit:8625_conv:17250_uttr:2,1,I hope your dog is OK.,7
hit:8627_conv:17254_uttr:2,1,"Besides, big houses aren't even that great!",10
hit:8627_conv:17255_uttr:2,0,"Well, since he's supposed to be IN the water, you may have a fatality on your hands.",21
hit:8629_conv:17258_uttr:2,1,Ah that's so terrible.,6
hit:8629_conv:17259_uttr:2,1,Did he get hurt?,5
hit:8631_conv:17262_uttr:2,1,It really puts you on edge.,7
hit:8631_conv:17263_uttr:2,1,Sorry to hear that.,5
hit:8633_conv:17266_uttr:2,0,That sounds relaxing,3
hit:8633_conv:17267_uttr:2,1,"Ugh, that's always the worst.",8
hit:8637_conv:17274_uttr:2,1,Nice!,2
hit:8637_conv:17275_uttr:2,0,"I don't know if that is a good thing or a bad thing, but either way it is EPIC.",22
hit:8638_conv:17276_uttr:2,1,That really sucks.,4
hit:8638_conv:17277_uttr:2,1,Whoa!,2
hit:8639_conv:17279_uttr:2,0,All you must have been proud of yourself,8
hit:8641_conv:17282_uttr:2,1,That's kinda terrible.,5
hit:8641_conv:17283_uttr:2,0,"oh no, that's teribble",6
hit:8642_conv:17284_uttr:2,1,I bet that feeling felt incredible!,7
hit:8642_conv:17285_uttr:2,1,That is awesome.,4
hit:8643_conv:17286_uttr:2,1,"I am an officer in the United States Navy, but I agree with you.",16
hit:8643_conv:17287_uttr:2,1,Awful.,2
hit:8644_conv:17288_uttr:2,1,That's great!,4
hit:8646_conv:17292_uttr:2,1,Congratulations!,2
hit:8647_conv:17294_uttr:2,1,Awesome!,2
hit:8647_conv:17295_uttr:2,1,Great idea.,3
hit:8648_conv:17297_uttr:2,1,"Ooh, that's exciting.",6
hit:8649_conv:17298_uttr:2,0,That must have been fun to go through and remember the good old days.,15
hit:8649_conv:17299_uttr:2,0,If you keep doing them you'll look better!,10
hit:8650_conv:17300_uttr:2,0,"Yeah, I wish I had a nice car too.",11
hit:8650_conv:17301_uttr:2,1,I wish i had one like that,7
hit:8651_conv:17302_uttr:2,0,That is so cool!,5
hit:8651_conv:17303_uttr:2,1,Pretty savvy place!,4
hit:8652_conv:17305_uttr:2,1,That sounds like a nice and relaxing day.,9
hit:8653_conv:17306_uttr:2,0,Woah how did you manage to eat 12 pizzas,9
hit:8653_conv:17307_uttr:2,1,Oh man!,3
hit:8654_conv:17308_uttr:2,1,woah really nice!!,5
hit:8654_conv:17309_uttr:2,1,I know!,3
hit:8656_conv:17312_uttr:2,1,That's really gross.,5
hit:8656_conv:17313_uttr:2,0,"Wow, that is really impressive!",7
hit:8658_conv:17316_uttr:2,1,Really?,2
hit:8660_conv:17320_uttr:2,1,You should take better care of it,7
hit:8660_conv:17321_uttr:2,1,It makes me feel the same.,7
hit:8661_conv:17322_uttr:2,0,That man is a winner if he kept it all down!,12
hit:8663_conv:17326_uttr:2,1,Is it a festering wound that will turn you into a zombie?,13
hit:8664_conv:17328_uttr:2,1,What did he say?,5
hit:8665_conv:17331_uttr:2,1,Did you manage to find it?,7
hit:8666_conv:17333_uttr:2,1,Really?,2
hit:8668_conv:17336_uttr:2,0,"I'm sorry to hear that, that's got to be tough on you.",16
hit:8669_conv:17339_uttr:2,1,That is such a great age.,7
hit:8670_conv:17340_uttr:2,1,Hmmm.,2
hit:8670_conv:17341_uttr:2,1,Ruh Roh!,3
hit:8671_conv:17342_uttr:2,1,"Wow, that's awful.",6
hit:8674_conv:17348_uttr:2,1,Did it get closed down?,6
hit:8674_conv:17349_uttr:2,1,That would get very irritating.,6
hit:8675_conv:17350_uttr:2,0,"Ah, you are going to miss him",8
hit:8675_conv:17351_uttr:2,0,I am so happy for you!,7
hit:8676_conv:17352_uttr:2,1,What happened?,3
hit:8676_conv:17353_uttr:2,0,Does it bother you when she does that?,9
hit:8677_conv:17354_uttr:2,0,Did you just clean your place?,7
hit:8677_conv:17355_uttr:2,0,"Only you can change that, my friend!",9
hit:8678_conv:17356_uttr:2,1,Have you gone to a dentist to get it checked out?,12
hit:8679_conv:17358_uttr:2,0,"That is not good, I don't think iguana's can live out in the wild.",18
hit:8680_conv:17360_uttr:2,0,That must be great!,5
hit:8680_conv:17361_uttr:2,1,Were you able to recover by the end?,9
hit:8681_conv:17362_uttr:2,1,You must be very comfortable in your office!,9
hit:8683_conv:17367_uttr:2,1,Did you buy anything cool?,6
hit:8684_conv:17369_uttr:2,1,Did you chase it away and show it who's boss?,12
hit:8685_conv:17371_uttr:2,1,I imagine that must have been quite a lonely experience for you.,13
hit:8688_conv:17376_uttr:2,1,That's awesome!,4
hit:8689_conv:17378_uttr:2,1,Did he get sick?,5
hit:8689_conv:17379_uttr:2,1,Oh that's great!,5
hit:8690_conv:17380_uttr:2,0,"That would be nerve racking, but also fun I think.",12
hit:8692_conv:17385_uttr:2,1,"Have to admit, never heard of someone ""borrowing"" a lawn ornament though.",16
hit:8693_conv:17387_uttr:2,1,Aww that's awful.,5
hit:8694_conv:17388_uttr:2,0,"Nice, how much was it worth?",8
hit:8695_conv:17390_uttr:2,1,Oh yuck.,3
hit:8695_conv:17391_uttr:2,0,Oh what movie do you want to see?,9
hit:8696_conv:17392_uttr:2,0,"Yes, and you didn't have to always buy items for the extra value menu.",17
hit:8696_conv:17393_uttr:2,0,Oh that was so close.,6
hit:8697_conv:17395_uttr:2,1,"I remember my first city apartment, the lights and sirens.",12
hit:8698_conv:17396_uttr:2,1,Smellable?,2
hit:8698_conv:17397_uttr:2,0,I would do that to.,6
hit:8699_conv:17398_uttr:2,1,From your house?,4
hit:8699_conv:17399_uttr:2,0,They must have been quite good.,7
hit:8701_conv:17403_uttr:2,1,It feels like no one takes care of family anymore.,11
hit:8703_conv:17406_uttr:2,1,Keep it up!,4
hit:8704_conv:17408_uttr:2,0,garbage collection most important,4
hit:8705_conv:17410_uttr:2,1,Would she mind that?,5
hit:8706_conv:17412_uttr:2,1,It really sucks to lose favorite shops.,8
hit:8707_conv:17414_uttr:2,1,"That's awful, what happened?",7
hit:8708_conv:17416_uttr:2,1,"You uttering this phrase, i remembered the Peter Griffin Meme.",12
hit:8709_conv:17419_uttr:2,0,"Congratulations, is in an area that you are interested in?",12
hit:8712_conv:17425_uttr:2,0,"That would make me angry, and it is impossible to deal with in a drive thru.",18
hit:8714_conv:17429_uttr:2,1,Oh dear.,3
hit:8716_conv:17433_uttr:2,1,Yikes!,2
hit:8717_conv:17434_uttr:2,0,That is so terrible!,5
hit:8721_conv:17442_uttr:2,1,I saved up for 4 months but then had a massive car repair bill..,15
hit:8722_conv:17445_uttr:2,1,That's so frustrating!,5
hit:8724_conv:17449_uttr:2,0,Was it The Meg?,5
hit:8726_conv:17452_uttr:2,0,That is so messed up.,6
hit:8726_conv:17453_uttr:2,1,I love donuts.,4
hit:8727_conv:17455_uttr:2,1,Wow!,2
hit:8728_conv:17456_uttr:2,1,Yikes!,2
hit:8728_conv:17457_uttr:2,1,That sounds terrifying,3
hit:8729_conv:17458_uttr:2,0,"Me too, I'm excited for fall, I like to layer my clothes",15
hit:8729_conv:17459_uttr:2,0,I would love to try them.,7
hit:8731_conv:17462_uttr:2,0,You should put some time aside to study.,9
hit:8731_conv:17463_uttr:2,1,Who are you trying to get noticed by?,9
hit:8732_conv:17464_uttr:2,1,Have you treated her to something special?,8
hit:8732_conv:17465_uttr:2,0,That must have been very humiliating.,7
hit:8733_conv:17467_uttr:2,0,"oooh, sorry, that must have been embarrassing",9
hit:8734_conv:17468_uttr:2,1,Was it a small local place?,7
hit:8734_conv:17469_uttr:2,1,Ouch.,2
hit:8735_conv:17470_uttr:2,0,jeez that sucks,3
hit:8736_conv:17472_uttr:2,1,What made you feel unsafe?,6
hit:8737_conv:17474_uttr:2,1,Awesome!,2
hit:8739_conv:17479_uttr:2,1,A hike in your package?,6
hit:8740_conv:17480_uttr:2,0,That sounds like it would be pretty gross.,9
hit:8740_conv:17481_uttr:2,0,That must be a relief.,6
hit:8741_conv:17482_uttr:2,1,You probably feel it much more if they are grown though.,12
hit:8742_conv:17485_uttr:2,1,You'll get good response.,6
hit:8745_conv:17490_uttr:2,1,Oh I hate when that happens.,7
hit:8745_conv:17491_uttr:2,1,What great friends!,4
hit:8747_conv:17494_uttr:2,0,What place did you go to?,7
hit:8748_conv:17497_uttr:2,1,How was the rest of the show?,8
hit:8750_conv:17500_uttr:2,1,Oh man!,3
hit:8751_conv:17502_uttr:2,1,Those sound super effective.,5
hit:8753_conv:17507_uttr:2,0,What did you fail at exactly?,7
hit:8754_conv:17508_uttr:2,0,How long did you let your hair get?,9
hit:8755_conv:17511_uttr:2,1,Like a whistle or pepper spray?,7
hit:8756_conv:17512_uttr:2,0,"That sounds very relaxing, what do you grow?",10
hit:8756_conv:17513_uttr:2,1,How many people are you expecting?,7
hit:8757_conv:17515_uttr:2,1,Is it a new field?,6
hit:8758_conv:17516_uttr:2,0,Why didn't you tell your best friend?,9
hit:8759_conv:17518_uttr:2,1,"As someone with loans myself, it makes me so angry thinking about how much money I've been robbed.",21
hit:8760_conv:17521_uttr:2,1,Anything good happening?,4
hit:8761_conv:17523_uttr:2,0,I love pork shoulder.,5
hit:8762_conv:17524_uttr:2,0,"Wow, how did you afford that?",8
hit:8762_conv:17525_uttr:2,1,"Haha every character ever, right?",7
hit:8764_conv:17529_uttr:2,0,Maybe you could take one soon.,7
hit:8765_conv:17530_uttr:2,1,I would be mad as heck.,7
hit:8766_conv:17533_uttr:2,0,"I understand that, it is not fun to not make money the way others do",16
hit:8768_conv:17536_uttr:2,1,Any news back yet on what it could be?,10
hit:8768_conv:17537_uttr:2,1,That would be really scary!,6
hit:8769_conv:17538_uttr:2,1,Did you end up letting her?,7
hit:8770_conv:17540_uttr:2,1,Sounds cool!,3
hit:8770_conv:17541_uttr:2,0,Why is that?,4
hit:8772_conv:17544_uttr:2,0,What did you do after you realized that?,9
hit:8772_conv:17545_uttr:2,0,thats great,3
hit:8775_conv:17550_uttr:2,1,Are you working more hours or are they cramming it into the hours you already have?,17
hit:8775_conv:17551_uttr:2,0,"Wow, wat is her degree in?",8
hit:8776_conv:17552_uttr:2,0,What system do you have?,6
hit:8776_conv:17553_uttr:2,0,Why did you break up?,6
hit:8780_conv:17561_uttr:2,1,aww man.,3
hit:8781_conv:17563_uttr:2,0,"That is great, I have never been fishing before",10
hit:8784_conv:17568_uttr:2,1,That sounds exciting and a little scary.,8
hit:8784_conv:17569_uttr:2,1,Are you going to run errands or just chill?,10
hit:8785_conv:17570_uttr:2,1,Were you really close?,5
hit:8787_conv:17575_uttr:2,0,What kind of stuff?,5
hit:8788_conv:17576_uttr:2,0,Man that has to be a rough go.,9
hit:8789_conv:17579_uttr:2,1,I would've went flying if I heard that!,10
hit:8793_conv:17587_uttr:2,1,Eww.,2
hit:8794_conv:17588_uttr:2,1,Did something happen to make you dislike cats?,9
hit:8794_conv:17589_uttr:2,0,Which ivy league college?,5
hit:8795_conv:17590_uttr:2,1,That sounds really pleasant.,5
hit:8795_conv:17591_uttr:2,0,Did they do anything like kissing?,7
hit:8797_conv:17595_uttr:2,1,I love water parks.,5
hit:8799_conv:17598_uttr:2,1,I bet it smelled awful!,6
hit:8804_conv:17608_uttr:2,1,"Wow, you sound really confident of that!",9
hit:8804_conv:17609_uttr:2,0,That is good that you want to study more.,10
hit:8805_conv:17610_uttr:2,0,What happened?,3
hit:8805_conv:17611_uttr:2,0,Oh how exciting!,4
hit:8806_conv:17612_uttr:2,0,did you say something or show up anyway?,9
hit:8806_conv:17613_uttr:2,1,Neat!,2
hit:8807_conv:17614_uttr:2,0,"Uh oh, what has happened to it?",9
hit:8808_conv:17616_uttr:2,1,Hopefully not new shoes?,5
hit:8808_conv:17617_uttr:2,1,Congratulations!,2
hit:8811_conv:17622_uttr:2,1,"Take them away, start early",6
hit:8811_conv:17623_uttr:2,0,Are you svaing for something particular?,7
hit:8814_conv:17629_uttr:2,1,I have a hard time sitting for long hours too.,11
hit:8816_conv:17632_uttr:2,1,Never heard of such a thing.,7
hit:8817_conv:17634_uttr:2,0,"oh that is cool, did it bring back some memories as well?",14
hit:8818_conv:17637_uttr:2,0,how many fingers have they lost?,7
hit:8821_conv:17642_uttr:2,0,What all do you have to get done?,9
hit:8821_conv:17643_uttr:2,0,It is scary yet exhilarating lol,6
hit:8823_conv:17646_uttr:2,1,Oh yeah why is that?,6
hit:8825_conv:17650_uttr:2,1,Was it for a special occasion?,7
hit:8827_conv:17655_uttr:2,1,Good for you!,4
hit:8829_conv:17658_uttr:2,1,"That's crazy, I could never eat one of those in one sitting.",15
hit:8830_conv:17660_uttr:2,0,Did you travel for work or for vacation?,9
hit:8831_conv:17663_uttr:2,0,And how does that make you feel?,8
hit:8833_conv:17667_uttr:2,0,What is your character?,5
hit:8834_conv:17668_uttr:2,1,I just love Fall!,5
hit:8835_conv:17670_uttr:2,0,"awh that does sweet of you, what kind of pet is it?",14
hit:8836_conv:17672_uttr:2,0,I know how you feel I can be lonely sometimes.,11
hit:8838_conv:17676_uttr:2,1,Congratulations.,2
hit:8838_conv:17677_uttr:2,1,Long trip.,3
hit:8839_conv:17678_uttr:2,0,Are you alright?,4
hit:8839_conv:17679_uttr:2,0,Does it work for good luck?,7
hit:8840_conv:17680_uttr:2,0,did you make it ?,5
hit:8841_conv:17682_uttr:2,1,Yikes.,2
hit:8842_conv:17685_uttr:2,1,What a huge relief that must be.,8
hit:8843_conv:17686_uttr:2,0,good memories ?,3
hit:8843_conv:17687_uttr:2,0,Did you have some special plans for the weekend that you couldnt go do?,16
hit:8844_conv:17689_uttr:2,0,What is going on next week?,7
hit:8846_conv:17693_uttr:2,1,Very nice.,3
hit:8847_conv:17694_uttr:2,1,It takes some getting used to,6
hit:8849_conv:17698_uttr:2,1,That must have been an enormous burger!,8
hit:8850_conv:17700_uttr:2,0,I was late to an appointment recently because I got stuck in a traffic jam.,16
hit:8850_conv:17701_uttr:2,0,What kind of prank did he pull on you?,10
hit:8851_conv:17702_uttr:2,0,how soon after did the beatdown come ?,8
hit:8855_conv:17710_uttr:2,1,not the healthiest food in the world but tastes good and hits the spot,14
hit:8856_conv:17713_uttr:2,0,"Exciting, is it hazardous scary or more excited scary?",11
hit:8857_conv:17714_uttr:2,1,Whens the test date?,6
hit:8858_conv:17716_uttr:2,0,What field are you in?,6
hit:8858_conv:17717_uttr:2,0,Did you ever get cheated on?,7
hit:8859_conv:17719_uttr:2,0,Did you stop to help him?,7
hit:8860_conv:17721_uttr:2,1,"Oh wow, is he flirting with her?",9
hit:8861_conv:17723_uttr:2,1,Nice!,2
hit:8864_conv:17728_uttr:2,0,"That is so awesome, have you been accepted yet/",10
hit:8866_conv:17733_uttr:2,0,That would be annoying.,5
hit:8868_conv:17736_uttr:2,1,That is always fun to do.,7
hit:8868_conv:17737_uttr:2,0,Do you know what their names will be?,9
hit:8869_conv:17738_uttr:2,0,Oh that's wonderful twins seem really cool.,9
hit:8869_conv:17739_uttr:2,0,"Yikes, were you able to clean it up?",10
hit:8871_conv:17743_uttr:2,0,What contest is that?,5
hit:8872_conv:17745_uttr:2,1,Congratulations!,2
hit:8873_conv:17747_uttr:2,0,Not worth the risk is it ?,7
hit:8875_conv:17750_uttr:2,1,Seriously?,2
hit:8879_conv:17758_uttr:2,0,"That sounds nice, how long has it been",9
hit:8879_conv:17759_uttr:2,1,"Wow, great!",4
hit:8880_conv:17760_uttr:2,1,Congratulations!,2
hit:8880_conv:17761_uttr:2,0,Could you call people?,5
hit:8883_conv:17766_uttr:2,0,"Oh no, did anyone see",6
hit:8883_conv:17767_uttr:2,1,I'm so sorry to hear that.,8
hit:8884_conv:17768_uttr:2,0,How was the service?,5
hit:8885_conv:17771_uttr:2,0,That's a great surprise!,6
hit:8888_conv:17776_uttr:2,1,I bet that's super awesome!,7
hit:8889_conv:17778_uttr:2,0,That is never a good feeling,6
hit:8889_conv:17779_uttr:2,0,Will you go again?,5
hit:8890_conv:17780_uttr:2,1,Sounds like a fun thing to do.,8
hit:8891_conv:17782_uttr:2,1,I need to start making plans myself.,8
hit:8892_conv:17785_uttr:2,1,I'm glad you got some help,7
hit:8895_conv:17790_uttr:2,0,Are you one of the Uber drivers?,8
hit:8895_conv:17791_uttr:2,1,That's a special moment.,6
hit:8898_conv:17796_uttr:2,1,We're supposed to like that stuff.,8
hit:8899_conv:17798_uttr:2,0,That must have been painful and a little embarrassing!,10
hit:8899_conv:17799_uttr:2,1,Just palmetto bugs .,4
hit:8900_conv:17800_uttr:2,1,That's a lot to deal with all at once!,11
hit:8903_conv:17807_uttr:2,0,"I hear you there, it can be more relaxing spending time at home thang going to a hectic party.",21
hit:8907_conv:17814_uttr:2,1,Oh wow!,3
hit:8908_conv:17816_uttr:2,1,You must be feeling pretty content.,7
hit:8909_conv:17818_uttr:2,0,Did you bring it in and take care of it?,11
hit:8909_conv:17819_uttr:2,0,Did the neighbors come after you?,7
hit:8910_conv:17820_uttr:2,1,How nice!,3
hit:8911_conv:17823_uttr:2,1,I hope your neighbors are ok.,7
hit:8912_conv:17824_uttr:2,0,"Awesome, what kind of restaurant is it?",9
hit:8914_conv:17829_uttr:2,1,I guarantee you know more than you think!,9
hit:8915_conv:17831_uttr:2,1,There's nothing more frustrating and deflating in life than unexpected expenses.,13
hit:8917_conv:17834_uttr:2,0,"Oh that's terrible, getting delayed always annoys me",10
hit:8919_conv:17838_uttr:2,1,Did it give an energy boost?,7
hit:8921_conv:17842_uttr:2,1,Ewww.,2
hit:8922_conv:17844_uttr:2,1,he must really really love you.,7
hit:8922_conv:17845_uttr:2,1,Were there other people around?,6
hit:8923_conv:17846_uttr:2,1,Sometimes you need a cheat day.,7
hit:8923_conv:17847_uttr:2,1,I am sure you will get some good news soon.,11
hit:8925_conv:17850_uttr:2,1,Hopefully they were cute pictures,5
hit:8928_conv:17856_uttr:2,0,"That is terrifying, did you get away from it?",11
hit:8929_conv:17858_uttr:2,0,Have you been expecting it long?,7
hit:8930_conv:17861_uttr:2,0,"What What, tell me?",6
hit:8931_conv:17862_uttr:2,1,You must miss her.,5
hit:8932_conv:17865_uttr:2,1,Some people are so rude.,6
hit:8933_conv:17866_uttr:2,1,Well it's a teacher's goal to make sure his or her students succeed.,16
hit:8935_conv:17871_uttr:2,0,What did you fail?,5
hit:8936_conv:17873_uttr:2,0,I'm sure there'll be other games it will be useful for.,14
hit:8939_conv:17879_uttr:2,1,Oh man!,3
hit:8942_conv:17884_uttr:2,1,Anything new going on?,5
hit:8942_conv:17885_uttr:2,0,Did it do much damage to your car ?,9
hit:8943_conv:17886_uttr:2,1,"Dang, that really blows.",6
hit:8943_conv:17887_uttr:2,0,Did you get up to go check to see what it was?,13
hit:8944_conv:17888_uttr:2,0,How long did it take?,6
hit:8945_conv:17890_uttr:2,1,That's awesome.,4
hit:8946_conv:17892_uttr:2,1,Thats a nice feeling to have job security.,10
hit:8947_conv:17894_uttr:2,1,Have you had good things happen?,7
hit:8947_conv:17895_uttr:2,1,It feels good to bell prepared.,7
hit:8948_conv:17896_uttr:2,1,I never win anything either...,6
hit:8948_conv:17897_uttr:2,1,congrats!,2
hit:8949_conv:17898_uttr:2,1,ITs too much,3
hit:8951_conv:17903_uttr:2,1,What kind of work do you do,7
hit:8952_conv:17904_uttr:2,0,That sounds so good!,5
hit:8952_conv:17905_uttr:2,1,Oh nice!,3
hit:8955_conv:17911_uttr:2,1,That's really cool.,5
hit:8956_conv:17913_uttr:2,1,"That is really kind of you, many people would not bother.",13
hit:8957_conv:17915_uttr:2,0,Why's that?,4
hit:8958_conv:17916_uttr:2,1,That stuff filters out faster than you would think!,10
hit:8958_conv:17917_uttr:2,1,Im sure they understand.,6
hit:8959_conv:17918_uttr:2,1,Did he hurt the baby?,6
hit:8960_conv:17921_uttr:2,1,I totally understand that feeling.,6
hit:8964_conv:17928_uttr:2,0,Was it good?,4
hit:8965_conv:17931_uttr:2,1,Oh man that's a bummer.,7
hit:8966_conv:17932_uttr:2,1,I would have died,4
hit:8966_conv:17933_uttr:2,1,I hope he appreciated it.,6
hit:8967_conv:17934_uttr:2,1,What happened?,3
hit:8968_conv:17937_uttr:2,0,That's wonderful!,4
hit:8970_conv:17940_uttr:2,1,Sometimes it can be difficult to get your footing when starting out.,13
hit:8971_conv:17943_uttr:2,0,"That really sucks, I've had that happen to me as well.",14
hit:8972_conv:17944_uttr:2,1,That really stinks.,4
hit:8973_conv:17946_uttr:2,1,I hope that it goes well!,7
hit:8974_conv:17949_uttr:2,1,Wow thats really impressive.,6
hit:8975_conv:17951_uttr:2,1,Maybe she will let you borrow it.,8
hit:8976_conv:17952_uttr:2,1,You got an awesome girlfriend.,6
hit:8976_conv:17953_uttr:2,1,Takes some real confidence to rock that.,8
hit:8977_conv:17955_uttr:2,1,oh my goodness.,4
hit:8978_conv:17956_uttr:2,1,Oh yeah?,3
hit:8978_conv:17957_uttr:2,1,Did they give a reason?,6
hit:8979_conv:17959_uttr:2,1,Maybe you can call them?,6
hit:8980_conv:17960_uttr:2,1,I'm sure you're trying the best you can,10
hit:8981_conv:17963_uttr:2,0,"Good for you, have a beer for me!",10
hit:8982_conv:17965_uttr:2,0,It's always good when a friend meets his potential,10
hit:8983_conv:17966_uttr:2,1,oh my goodness that is horrible.,7
hit:8985_conv:17970_uttr:2,0,What was high school like for you?,8
hit:8985_conv:17971_uttr:2,1,How far along is she?,6
hit:8986_conv:17972_uttr:2,1,I dont see how some people are so unaware.,11
hit:8986_conv:17973_uttr:2,1,Oh nice.,3
hit:8987_conv:17974_uttr:2,0,"That's sad, how old was your pet izzy",10
hit:8988_conv:17977_uttr:2,1,Well that's quite the accomplishment!,7
hit:8991_conv:17982_uttr:2,0,What is the longest you have been apart?,9
hit:8991_conv:17983_uttr:2,1,"Wow, that must be exciting.",7
hit:8992_conv:17984_uttr:2,1,"Whoa, that is quite the confession.",8
hit:8993_conv:17986_uttr:2,0,I've always gone by if you learned from your mistakes you have no reason to regret them,18
hit:8994_conv:17988_uttr:2,1,Have things gotten better since then?,7
hit:8996_conv:17993_uttr:2,1,It will probably be nice to move to a city and get away from those chickens.,17
hit:8997_conv:17994_uttr:2,0,do you do it out of necessity or because of the thrill of it?,15
hit:8999_conv:17998_uttr:2,0,What games did you liked?,6
hit:8999_conv:17999_uttr:2,1,"Just wear cologne, dress sharp, use mouthwash, and let her do all the talking.",18
hit:9000_conv:18000_uttr:2,1,I wish I could go!,6
hit:9000_conv:18001_uttr:2,1,Aw I am sorry to hear that.,8
hit:9001_conv:18002_uttr:2,1,What are you worried about?,6
hit:9003_conv:18007_uttr:2,0,Oh wow where are they?,6
hit:9007_conv:18014_uttr:2,1,That sounds like it could be a great success.,10
hit:9008_conv:18016_uttr:2,1,"oh, thats embarassing.",6
hit:9012_conv:18024_uttr:2,1,I am sure he feels a great deal of accomplisment,10
hit:9013_conv:18026_uttr:2,1,Really?,2
hit:9014_conv:18029_uttr:2,1,They are really impressive.,5
hit:9015_conv:18030_uttr:2,0,Did you call the police?,6
hit:9016_conv:18032_uttr:2,1,Do you have three arms?,6
hit:9017_conv:18034_uttr:2,1,Good luck,2
hit:9024_conv:18049_uttr:2,1,Did you know all the answers?,7
hit:9025_conv:18051_uttr:2,0,"That is awful, those movies are pretty good minus the george clooney and ben afflack films.",18
hit:9026_conv:18052_uttr:2,0,"I'm sorry to hear that, hopefully you qualify for unemployment while you get back on your feet.",20
hit:9030_conv:18060_uttr:2,0,What happens next.,4
hit:9031_conv:18063_uttr:2,0,brought back some old memories?,6
hit:9032_conv:18064_uttr:2,1,That was nice of you to help them.,9
hit:9034_conv:18069_uttr:2,1,That can be really tough to remember sometimes.,9
hit:9037_conv:18074_uttr:2,1,you must be very excited.,6
hit:9037_conv:18075_uttr:2,0,What makes you unsure?,5
hit:9038_conv:18077_uttr:2,1,How fun!,3
hit:9039_conv:18079_uttr:2,1,Aww!,2
hit:9044_conv:18089_uttr:2,1,Really?,2
hit:9045_conv:18091_uttr:2,1,Hopefully you didn't get hurt at all,8
hit:9046_conv:18092_uttr:2,0,what did you do,4
hit:9047_conv:18094_uttr:2,1,oh my god that is so scary.,8
hit:9048_conv:18096_uttr:2,1,oh my god.,4
hit:9048_conv:18097_uttr:2,0,"That is good, I am sure your boss loves that.",12
hit:9050_conv:18101_uttr:2,1,"Weekends are supposed to be for relaxing and hanging out with friends, not slaving away for the man!",20
hit:9051_conv:18103_uttr:2,0,i always feel like i'm on top of the world after i workout.,15
hit:9052_conv:18104_uttr:2,0,what project is that,4
hit:9053_conv:18106_uttr:2,0,What kind would you get,5
hit:9053_conv:18107_uttr:2,0,Did you discipline her?,5
hit:9054_conv:18109_uttr:2,0,Why is that?,4
hit:9055_conv:18111_uttr:2,1,Well that's pretty annoying.,6
hit:9056_conv:18112_uttr:2,1,Sorry to hear that.,5
hit:9057_conv:18114_uttr:2,0,Did you enjoy it?,5
hit:9057_conv:18115_uttr:2,0,"That is good, do you like to drink?",10
hit:9060_conv:18121_uttr:2,1,"But it's good that you made friends though, right?",12
hit:9062_conv:18124_uttr:2,0,Good luck are you hoping for a boy or girl?,11
hit:9062_conv:18125_uttr:2,1,it will be exciting.,5
hit:9063_conv:18127_uttr:2,0,That is a lot of meat.,7
hit:9065_conv:18130_uttr:2,0,rain storm or thunder storm?,6
hit:9065_conv:18131_uttr:2,0,Oh wow that sounds good to me,7
hit:9067_conv:18135_uttr:2,1,It happens to the best of us,7
hit:9068_conv:18137_uttr:2,0,What kind of pet is it?,7
hit:9069_conv:18138_uttr:2,0,Ready for what?,4
hit:9069_conv:18139_uttr:2,1,what has he done that you havent done?,10
hit:9071_conv:18143_uttr:2,0,That must be nice,4
hit:9072_conv:18144_uttr:2,1,Oh wow.,3
hit:9074_conv:18149_uttr:2,1,What happened?,3
hit:9075_conv:18150_uttr:2,1,Did you study up with friends or family leading up to the driver's test?,16
hit:9076_conv:18152_uttr:2,1,Oh sweet.,3
hit:9076_conv:18153_uttr:2,0,What did you cook,4
hit:9077_conv:18155_uttr:2,0,what kind of cake are you going to get ?,10
hit:9078_conv:18156_uttr:2,0,That is a horrible pain,5
hit:9079_conv:18158_uttr:2,1,Glad to hear it went well.,7
hit:9079_conv:18159_uttr:2,0,He did not like the way she looked?,9
hit:9080_conv:18160_uttr:2,1,And it also saves momey!,6
hit:9081_conv:18163_uttr:2,0,"oh thats nice, good luck",7
hit:9082_conv:18165_uttr:2,1,Leg day?,3
hit:9083_conv:18166_uttr:2,0,I've been eating Mexican food almost every day,9
hit:9083_conv:18167_uttr:2,1,Oh nice.,3
hit:9084_conv:18169_uttr:2,1,I thought your brothers dog wasn't to be trusted.,11
hit:9085_conv:18171_uttr:2,1,You must be anxious waiting for a response.,9
hit:9086_conv:18172_uttr:2,1,It's not like everyone hasn't done something embrassing like that.,13
hit:9086_conv:18173_uttr:2,0,Did something come up where you couldn't make it?,11
hit:9087_conv:18175_uttr:2,1,I felt totally destroyed.,5
