id,summarized,text,root,length
9gfxku,0,I just noticed it’s my cake day.,notice,9
9gf5dl,0,Want to chat but not inspired at all...,want,9
9gf3a1,0,Does this happen to anyone else?,happen,7
9gf33l,1,I feel odd now,feel,4
9gf2a6,0,How does Instagrams algorithm actually work?,algorithm,7
9gespp,0,Hating myself for being weak,hate,5
9geq55,0,Should I start drinking coffee?,start,6
9ge3tl,0,What change in society would you like to see?,like,10
9ge0jw,1,I would like to collect pokemon plushies.,like,8
9gdmqg,0,What music do you guys listen to to relax?,listen,10
9gdjww,0,Anyone else ever find it impossible to cry?,find,9
9gden0,1,Never seen guns at a gas station.,see,8
9gdbor,0,I just watched Crazy Rich Asians and I'm wrecked,watch,10
9gcrfp,0,Recommend me a Netflix documentary,recommend,5
9gc6r1,1,Does anyone else ever feel this way?,feel,8
9gc3bk,0,How's college going for everyone?,go,7
9gbqvm,1,Has anyone else ever experienced a similar situation?,experience,9
9gbp9t,1,I never actually talk with people anymore.,talk,8
9gbno8,0,"Saving money, but making guests uncomfortable?",save,8
9gbliw,0,Finally left my homecountry,leave,4
9gbjqa,1,Anyone else dealing with a cold?,deal,7
9gb4n4,0,I’ve found the girl I want to marry.,find,10
9gazsx,0,Anybody else always wake up too early?,wake,8
9gamey,0,What kind of homes do you like?,like,8
9gagjw,0,Making friends with a weeb,make,5
9g9b0o,0,I never knew venting could be so helpful,know,8
9g9559,0,Im starting to hate wasps.,be,7
9g8o4u,1,Cant sleep.,sleep,4
9g8mrv,0,Contemplating about vaping?,contemplate,4
9g8ijj,0,I think I’m a vampire,think,6
9g87ya,1,What made you the person you are today?,make,9
9g86u1,0,Which style shoe would you pick?,pick,7
9g856s,1,I always get really down on my birthday.,get,9
9g6x4l,0,I leave for the army tomorrow morning,leave,7
9g6ryw,1,Who likes sushi?,like,4
9g6pd8,0,Dealing with self esteem issues after major weight loss?,deal,10
9g6lk8,1,He smells like shit haha.,smell,6
9g6ksx,1,Wanna talk for a bit?,talk,6
9g6has,0,What’s your favorite song write now?,write,8
9g6guq,1,"Today, I became an auntie.",become,7
9g61ex,1,I'm just looking for a decent conversation.,look,9
9g4l9g,0,I feel embarrassed...,feel,4
9g4kjr,1,Just takes a little non laziness and know how.,take,10
9g47xe,0,I don't care if my post is controversial.,care,10
9g45ks,0,I love everybody on here.,love,6
9g42if,1,Hows your day / life going everyone?,go,9
9g3ov5,0,Does high school really get any better?,get,8
9g3g5e,1,since nobody is verbally talking?,talk,6
9g2zmn,0,Obsessing over a video game.,obsess,6
9g2z2w,1,Everything was working out.,work,5
9g23up,1,I never expected to still be alive.,expect,8
9g22io,0,I hate my boss,hate,4
9g1ieg,0,I'm going to Cedar Point tomorrow! 🙌,go,9
9g1gr9,1,Seeking Out Recommendations,seek,3
9g12at,0,"Got dumped, looking for someone to chat with.",dump,10
9g0p9c,0,I'm becoming something I don't want to be,become,10
9g0oey,0,I kinda f*cked up,f*cke,4
9g051z,1,I love to talk on the phone.,love,8
9fzqgw,0,Sing with your friends!,sing,5
9fzge5,0,Scariest movie you've ever seen?,see,7
9fzekx,0,Remember having a Penpal?,remember,5
9fzbgj,0,Im babysitting and the mom is two hours late,be,10
9fz6qr,1,Let's chat about things that we appreciate in life,let,10
9fz37s,0,Any girls feel like talking?,feel,6
9fyzgq,0,Thinking of Deactivating Social Media,think,5
9fyxe6,0,I missed my first cake day...,miss,7
9fykjk,0,What are you currently obsessed with?,obsess,7
9fxvi4,1,Anyone watch anything good?,watch,5
9fxofi,0,I hate games,hate,3
9fxlok,0,I can’t take ahs seriously anymore,take,7
9fxb3j,0,Let's talk about life.,let,6
9fx7kk,0,Have you ever gone to a bar alone?,go,9
9fx4wk,1,Come share what brings you joy!,come,7
9fx3zg,1,I changed my car battery today.,change,7
9fwziz,1,I feel terribly lonely.,feel,5
9fwbgm,0,What do you guys listen to while studying?,listen,9
9fwax2,0,Someone almost killed me on the road,kill,7
9fvqm0,0,Went to mcdonalds and the movies for free,go,8
9fveyu,1,Can yall help me make up my mind?,help,10
9fv29j,0,I was publically humiliated last night and feel like shit,humiliate,10
9fuqrs,0,I got complimented on my voice :),compliment,7
9fug0o,1,Someone tell a joke or something.,tell,7
9fsi4i,1,Please stop calling me every damn day.,stop,8
9fsg7w,1,I think I just a had panic attack.,think,9
9fs7bp,0,Getting better with my walking,get,5
9fs225,0,Fall baking,fall,2
9froog,0,Im just trying my english proficiency,try,7
9frhvx,0,Just looking for some encouragement :),look,6
9fr522,0,Just finished cleaning my friend's house,finish,7
9fqr4s,0,Feeling Bittersweet About my First Penpal,feel,6
9fqemn,0,Yesterday I called a video call to my grandpa,call,9
9fq87s,0,What music do you listen to prepare for Saturday?,listen,10
9fq107,1,Are you going to get the new iphone?,go,9
9fpych,0,I streamed on Twitch for the first time,stream,8
9fptcn,0,Do Energy Drinks Actually Help?,help,6
9fpexf,0,I love mornings!,love,4
9fpd1t,0,I've had a wild day,have,6
9fp1in,0,I hosted and played my first open mic tonight!,host,10
9foy4g,0,Why do I feel totally blank emotionally sometimes?,feel,9
9foxnx,0,I'm making a podcast!,make,6
9fot2j,0,I just landed and people started clapping.,land,8
9foodj,1,Like the title says.,say,5
9foimo,0,Help me understand Twitter?,help,5
9fobqy,1,I got Slytherin.,get,4
9fo8if,0,Going in for my first job interview tomorrow!,go,9
9fno9c,0,Ive never kept a journal before.,keep,8
9fn4lf,0,I miss my girlfriend,miss,4
9fmzrh,0,I got a new job today,get,6
9fmunf,0,Approaching/Meeting girls in college?,approach,7
9fmixv,0,My dog ran away yesterday,run,5
9fm96y,1,I don’t want to seem desperate.,want,8
9fltrn,1,"Watching the sitcom ""Friends"" right now.",watch,9
9fli8i,1,I want to change the world.,want,7
9flaka,1,"Let's do a ""hypothetical situation"" thread.",let,10
9fl06x,0,Scheduled for a tattoo in a week,schedule,7
9fkh61,0,Do you sometimes like to go travel alone?,like,9
9fkfhs,1,I felt like a good person.,feel,7
9fk26y,1,"& Yeah, I really hate group projects.",hate,9
9fjuaf,0,Any one want to share a smoke together?,want,9
9fjcc6,1,My friends feel incredibly far away.,feel,7
9fj9g3,1,Got sent home early because of a reaction.,send,9
9fj7j8,1,Our parents remain good friends to this day.,remain,9
9firwh,1,I do care about not hurting someone.,care,8
9fihlc,0,Stress dreams,dream,2
9fibah,0,Write 3 things for which you are grateful today,write,9
9fiaob,0,I picked up reading again!,pick,6
9fi1w9,1,Anything would be appreciated,appreciate,4
9fhvgh,1,almost missed ya!,miss,4
9fhpg5,0,I just got a date!,get,6
9fhhpi,0,I Missed My Cake Day Again,miss,6
9fhf22,0,Can new games come out yet?!,come,8
9fhers,0,Someone fell down a building today,fall,6
9fgybp,1,Nobody sings interstate love song better than Scott.,sing,9
9fgoc6,0,I started smoking,start,3
9ffxie,1,Help me come up with names!,help,7
9ffj4j,0,If anyone was wondering,wonder,4
9fe5tl,0,Anyone else think FaceBook is a waste or time?,think,10
9fe0dc,0,My brain cells died,die,4
9fdvpw,0,My Grandma just died.,die,5
9fdquo,0,Trying to avoid bad sleep,try,5
9fdd9e,0,Used to sing but can’t anymore,use,7
9fd2ha,0,Would you guys dare?,dare,5
9fcqez,1,Anyone feel the same way?,feel,6
9fcptj,0,I’m thinking about creating a blog.,think,8
9fcn33,0,I want to procrastinate,want,4
9fcma0,0,My teacher threw my backpack across the room yesterday,throw,9
9fcc13,0,I love wearing lots of clothing,love,6
9fc51p,1,What do the kids say these days?,say,8
9fc4o0,1,My cousin gaslighted me about our vacation together.,gaslighte,9
9fc3lx,0,I'm probably gonna fail my class,go,8
9fbvi6,0,"Happy people, please tell me about your day",tell,9
9fbmbx,0,What do you plan on eating today?,plan,8
9fbjoo,0,Already burned out 3 weeks in,burn,6
9fbdxz,0,What does your neighborhood look like?,look,7
9fb4lc,0,The media really blows these storms out of proportion,blow,9
9fabxe,0,Another ‘choosing my reaction’,choose,6
9fa7if,0,I want to write a book.,want,7
9f9xke,0,Napping in contact lenses,nap,4
9f9qyh,0,I picked up the ukulele yesterday,pick,6
9f9qpa,1,I need ideas!,need,4
9f9aol,0,I just crossed the 10K karma mark,cross,8
9f90et,0,I just finished my last test for this week!,finish,10
9f8ajz,0,I despise job assessment tests.,despise,6
9f86kb,0,Finally remembered my cake day!,remember,6
9f7zbh,0,Going to Paris next week!,go,6
9f7yby,1,How much vacation time do you earn each year?,earn,10
9f7s4y,0,Who likes classical music?,like,5
9f7iwb,0,I’m on day 4 of quitting smoking!,be,9
9f7avt,0,I feel like doctors don't take me seriously.,feel,10
9f78hu,1,I feel really uncomfortable and stupid.,feel,7
9f6fay,0,I made a new friend!,make,6
9f6eei,1,Yesterday I passed my last exam this term.,pass,9
9f60k2,0,What is genuinely meant by this guys response?,mean,9
9f60e5,0,Someone stole my favorite shirt,steal,5
9f5vmo,1,Tell me about your day tho,tell,6
9f5ffp,0,Im so bad at making friends in college.,be,10
9f580p,1,Whenever I get stressed out I watch this show.,stress,10
9f55si,0,Finally got some space on my phone,get,7
9f4qfm,0,Adventure time ended!!,end,5
9f45wc,1,Dropping sugar addiction.,drop,4
9f44cr,0,I don't know what to do with my life,know,10
9f3wi4,0,Just removed eyelash from my eyeball,remove,6
9f3pby,1,What’ve you discovered today?,discover,6
9f3g58,0,I got stung by a bee today.,sting,8
9f33id,0,Where should I move to?,move,6
9eytzy,0,What song makes you feel instantly happy?,make,8
9eyjkl,1,My culture arrives 2 hours late in American time.,arrive,10
9eyhx4,1,I just want to meow and outdo you meowing.,want,10
9eydi6,0,Anyone else feel completely alone?,feel,6
9eyc9y,1,Share your memorable Halloween costumes with me!,share,8
9exvn3,1,I never felt truly appreciated by my ex before.,feel,10
9expzg,0,Let’s have a casual conversation,let,6
9exj8v,1,One comes willingly to my lap.,come,7
9exedq,0,I remember what I was doing 17 years ago,remember,9
9ewze6,0,Going back to work!,go,5
9ewxwo,0,Whats your favorite meal that you eat consistently?,s,10
9ewx0w,1,Let me know what you think!,let,7
9ewspv,0,That time I lost my wallet,lose,6
9ewbf4,0,What should I think of this guy?,think,8
9evqdc,0,When you can't remember what something is called.,remember,10
9evpsg,1,I hate my countries school system.,hate,7
9evg6d,1,Id like to hear your stories!,like,8
9evf70,0,My cat only likes one toy,like,6
9eva9d,0,Feeling a little sad about my birthday this year.,feel,10
9ev50r,1,Drive nowhere.,drive,3
9euvje,0,Local depressed girl needs distractions,need,5
9euvg3,1,What good thing happened to you today?,happen,8
9eum4e,0,Just lost my retainer gah someone talk me down,lose,9
9eukmz,0,I learned a hard lesson about internet advice for pets,learn,10
9eujv5,0,Waiting to get wrecked by the hurricane,wait,7
9eu7il,0,Found a decent guy but have nothing in common?,find,10
9eu4s5,1,Can anyone else relate?,relate,5
9eu2q7,0,Having a hard time adjusting to school.,have,8
9eu1jy,0,Why is making friends as adults difficult?,make,8
9etzlt,0,Does anyone else dislike being drunk??,dislike,8
9etnil,0,Packed up my wife's belongings tonight,pack,7
9etlij,0,Kind restaurant staff has now bailed me out twice,bail,9
9etj1y,1,Should I tell my story?,tell,6
9eteso,0,Just got shocked by a power strip,shock,7
9et1bh,0,I went to a nightclub and had a spiritual experience,go,10
9esosm,0,Anyone discovered something they absolutely loved totally by accident?,discover,10
9es1hf,0,Considering moving to Scotland / Glasgow next year,consider,8
9ervsg,0,Today I received a promotion!,receive,6
9eribn,0,I’m the only person in the building,be,8
9erh5k,0,Feeling Good!!,feel,4
9erc7c,0,How did people survive without the internet?,survive,8
9er663,0,I saw a really cute girl today in class,see,9
9eqzye,0,"Don't call me daddy, call me senpai",call,9
9eqiz5,0,I dabbed on a homeless guy today,dab,7
9eqbsw,0,I'm getting married next August,marry,6
9eqb0o,0,We finally got couches!,get,5
9eq4ua,0,My boyfriend and I became fish parents yesterday.,become,9
9epqs5,0,Talk to me!,talk,4
9epo5h,0,I feel confused...,feel,4
9epl57,0,Found out today from physio that I have plantar fasciitis,find,10
9epd14,1,A little back story may help.,help,7
9epcx8,0,Kinda regret my nap,regret,4
9epaqu,0,I quit smoking,quit,3
9ep9ev,1,I wish everyone a happy week!,wish,7
9ep1gm,0,I’m going to be a good father!,go,9
9eovly,1,I thought wrong.,think,4
9eoqn0,0,I just experienced love at first sight,experience,7
9eopg4,0,Can we talk about leaf blowers for a quick sec,talk,10
9eo6pi,1,Want to chat or get anything off your chest?,want,10
9envfb,0,Went on my first date after a breakup...,go,9
9en2sh,0,It’s my birthday and I feel fantastic!,feel,9
9emrq3,0,Today I forgot my belt.,forget,6
9emoqq,1,Came back and said thanks.,come,6
9eiozx,0,Just sharing my feelings,share,4
9ei9xy,1,Can someone please help?,help,5
9ei2f0,0,I really hate football season,hate,5
9ehmrn,1,"So, anyone take a gap year?",take,8
9ehkt5,0,I think Don Jon is an extremely underrated movie.,think,10
9ehfje,0,I just really need to talk or clear my head,need,10
9ehaop,0,I’ve never burped in my life...,burp,8
9eh7tw,0,How did you meet your Significant Other?,meet,8
9eh1e1,0,Need to tell someone I like them,need,7
9egyj0,0,Is drinking water that necessary?,drink,6
9egvos,0,Neighbour's baby is crying...,cry,6
9egth3,0,Lost my bankcard,lose,3
9egogf,1,I want to know what othet people do.,want,9
9egewr,0,The weirdest thing happened to my TV,happen,7
9egdzw,1,Job hunting has got me feeling really down.,get,9
9efx0x,1,Don't even know if I believe in love.,know,10
9efpbf,0,I feel terrible for Naomi Osaka.,feel,7
9efboh,1,"- idk, visit paris maybe.",visit,7
9efbne,0,"I mistakenly called me client ""Jelena""",call,8
9ef9zh,0,honestly i think i’m just gonna kill myself,think,10
9ef9ft,0,how come everyone can draw?,draw,6
9ef7q4,0,Mom thinks im fat,think,5
9eex7i,0,I hate how patronizing tech companies can be.,hate,9
9eemt3,0,I feel like I can't get addicted to cigarettes,feel,10
9eeb9v,0,I think it's easier to date a therapist?,think,10
9ee2s7,0,I can't help but feel bad for Serena Williams,help,10
9edqns,1,Feeling overwhelmed by it lately.,feel,6
9edp60,0,What sort of competitive reality shows do you like?,like,10
9ed8co,0,I just bought my dad Overcooked! 2,buy,8
9ed07j,0,"Distract me, please.",distract,5
9ecky2,0,What the future of technology holds for us?,hold,9
9ec9al,0,I don't care about things anymore,care,7
9ec91t,0,Help me celebrate my birthday,help,5
9ec5zm,1,Feeling anhedonic.,feel,3
9ebxeu,0,How are you going?,go,5
9ebvbm,0,How would you call this behavior?,call,7
9ebk8b,0,A big thank you to kind strangers in this sub,thank,10
9ebdev,0,Looking for some good games,look,5
9ebbxi,0,"I hate being told to ""Calm Down""",hate,9
9ebabp,0,I guess I had my first kiss,guess,7
9eba3j,0,How do you like your coffee ?,like,7
9eakes,0,What does the privacy settings cover?,cover,7
9eakcq,0,does anyone else feel like everything is getting faster?,feel,10
9eae9j,0,Can we share some self care ideas?,share,8
9ead1b,1,I used to spend my Saturday nights studying.,use,9
9e9qku,1,"What advice would you give to anyone, ever?",give,10
9e97mq,1,Would appreciate company.,appreciate,4
9e96hk,0,Have you eaten milk curd pancakes?,eat,7
9e94ak,0,Life is really getting boring.,get,6
9e93wg,0,"My friend hates me, and I know why",hate,9
9e90y1,0,"Well, I fired someone for the first time",fire,9
9e8faa,0,"So I got ""burned"" pretty bad today .",burn,10
9e83r3,0,I just accepted into uni!,accept,6
9e80ru,0,I dug food out of the trash,dig,7
9e7qdf,0,Compass' in a Flat Earth...,compass,7
9e7ojk,1,I legit believed that we were somehow bonded together.,believe,10
9e719j,0,How to reject without feeling bad or embarrassed?,reject,9
9e6sb9,1,I like RPG games,like,4
9e6ifu,1,Better luck next time I suppose.,suppose,7
9e6i9u,1,Wish me Luck!,wish,4
9e61db,0,Anyone else experience passive anxiety?,experience,6
9e5bgm,0,"Bored, ask me anything",ask,5
9e55tj,0,"My graphics card just died, so that sucks.",die,10
9e4nr9,1,Possibly I guess.,guess,4
9e4n7v,0,Didnt know i was capable of happiness.,know,9
9e4lng,0,Sometimes I wish I was fictional,wish,6
9e4frd,0,I asked my best friend out the other day.,ask,10
9e3xyl,0,Crush on Internet Friends?,crush,5
9e3moc,0,I’m in so much pain,be,6
9e365g,0,Listen to this!,listen,4
9e33wo,0,Do you use desktop mail or webmail?,use,8
9e2jzg,0,Receding hairline,recede,2
9e26r8,0,What are you all listening to now?,listen,8
9e21mf,1,I feel alone with no one .,feel,7
9e1mvz,0,I’m worried about the future on my own,be,9
9e1km3,1,I got some terrible unflattering pics back from photographer.,get,10
9e1i5v,0,"Wife wants my name tattooed on me, twice.",want,10
9e1d63,0,I'm saving for an engagement ring.,save,8
9e17pg,0,My favourite artist just released new album,release,7
9e0wlo,0,What do normal people talk about with their friends,talk,9
9e0u8o,0,It’s only taken 35 years,take,6
9e0ril,0,My boyfriend got the Tums that I like,get,8
9e0jwk,1,Anyone wanna talk about nothing?,talk,6
9e0jtm,0,What song really gets you and why?,get,8
9e05nx,0,My dog is fucking hilarious,fuck,5
9dzag7,1,I think Jim Carrey is cute.,think,7
9dyzlu,0,I love organizing my photos,love,5
9dyvzi,0,I quit vaping yesterday morning.,quit,6
9dyonk,1,I could make chicken and sheep and hen sounds.,make,10
9dyndk,0,I just realized.,realize,4
9dynck,1,Gone too soon.,go,4
9dyevx,0,My favorite artist just died at 26,die,7
9dy7gt,0,Mosquitoes hate me,hate,3
9dxzjc,0,How do y'all feel about age difference relationships?,feel,10
9dxwr4,0,Why does everyone hate on the Prius so much?,hate,10
9dxpbu,1,Who knows.,know,3
9dxmzk,0,I got invited to a stranger's wedding,invite,8
9dxkux,0,I actually enjoy making sandwiches,enjoy,5
9dxhqo,0,I finally quit my retail job!,quit,7
9dx8k1,0,I farted today and it stank,fart,6
9dx4m1,0,Why do you think people wear jewellery?,think,8
9dx1wt,0,I need help sleeping,need,4
9dwa7h,0,I just really want some friends,want,6
9dw4mo,0,How do adults make friends?,make,6
9dw2ql,0,I passed my driving test!,pass,6
9dvnas,0,I didn't believe in love at first sight,believe,9
9dvms7,0,How to stop overthinking my new username?,stop,8
9dv9hg,0,Who has mostly stopped shopping on-line?,stop,9
9dukj8,0,Anyone else really struggle talking to people of authority?,struggle,10
9dugko,0,Kinda stumped and could really use some advice.,stump,9
9dubzn,0,Anyone wanna give me unbiased advice?,give,7
9dtt2l,0,Would you still play Doom 2016 without the music?,play,10
9dtkad,0,My husband got paid!,pay,5
9dtcrh,1,Do you not know the difference?,know,7
9dtahd,0,BIG Thank you to THAT person in the Gym,thank,9
9dt6sg,0,Do you ever get called a b*tch?,call,8
9dt4ts,0,You guys rock.,rock,4
9dt47q,0,i hate periods!!!,hate,6
9dst85,1,I feel too old to try new things.,feel,9
9dsltx,0,I realized I really like my eyecolour,realize,7
9dsg19,1,Brexit means EU is cracking up.,mean,7
9dsbl2,0,"Friday, 4 hours to go until Feierabend!",go,9
9drr48,0,What do you guys eat in a day?,eat,9
9drq4v,0,I got into the college i wanted!,get,8
9drph6,1,You be reflective.,be,4
9drimv,0,Is getting interested over everything weird?,get,7
9dqup5,1,I love getting a laughing reaction out of people.,love,10
9dqok2,0,Someone told me I was cute,tell,6
9dqkza,0,I really want to legally change my name.,want,9
9dqk4c,1,I feel so thankful for my dog.,feel,8
9dq4pv,0,Just applied for my first job!,apply,7
9dq2a8,1,Anyone else cry?,cry,4
9dq0qu,0,Can someone calm my nerves a bit?,calm,8
9dq0ny,0,Does anyone hate their handwriting?,hate,6
9dptyu,0,Got any podcast recommendations?,got,5
9dpqql,0,My puppy likes watching tv,like,5
9dpm1q,0,So whats your favorite font?,s,7
9dpcbm,0,How would you start all over again',start,8
9dpb8t,0,Today I went dancing with my aunt,go,7
9dp40y,0,Do people still play MMORPGs?,play,6
9dnjyn,1,My wife and I recently married.,marry,7
9dnibj,1,Something bad happened at work.,happen,6
9dng0k,0,My puppy likes watching tv.....,like,6
9dn846,0,Just failed my driving test.,fail,6
9dn089,0,I sometimes talk with Frank Zappa and Al Capone!,talk,10
9dmepg,0,I want to change my personal image.,want,8
9dm5ny,1,Maybe I don't love Dublin.,love,7
9dm0ec,0,Why do people walk with their head down?,walk,9
9dlxbx,1,Feels good.,feel,3
9dlubq,1,Wish I could travel back to that time :'(,wish,9
9dlqiz,0,I never get anxious until I bother someone.,get,9
9dlop2,1,Has anyone forsaken social media?,forsake,6
9dln0q,0,Buying our 3rd dog today!,buy,6
9dlg32,0,People talking at work,talk,4
9dkars,0,Is working in fast food hard to you?,work,9
9dk6us,1,Anyone else feel useless and poor?,feel,7
9dk4xv,1,Let’s converse.,let,4
9djq0d,1,Does anything else give you that feeling?,give,8
9djlx5,0,"Those beginning college this week, how goes it?",go,10
9djct1,0,Can someone give me money for work?,give,8
9di644,1,thursdayyy tryna make it to tomorrow!,make,7
9dgj5f,0,The bus stop fortune teller,stop,5
9dfmfi,0,Selling junk,sell,2
9dfiib,0,Help finding friends as a night shift worker.,help,9
9dfbob,1,Check out this thread please,check,5
9df0xk,0,How I began to feel confident in my body.,begin,10
9deu6b,1,Anyone wanna talk?,talk,4
9derqa,1,What do you hope happens tomorrow?,hope,7
9dei3q,0,How are my fellow college students doing?,do,8
9degtl,0,I woke up at a terrible nightmare,wake,7
9decbi,0,I keep getting rejected from part time jobs,keep,8
9deafs,0,I’m usually positive.,be,5
9de9on,1,My dog makes great company but not great conversation.,make,10
9de33f,1,So yeah anyone got any interesting stories?,get,8
9ddr8k,0,Anyone woken up by a bad dream recently?,wake,9
9dd6i5,0,Do you ever wonder if people like you?,wonder,9
9dcxsl,1,I think I just hate talking to people general.,think,10
9dcvob,1,Can anyone recommend me a good zombies movies?,recommend,9
9dcnoa,0,You ever consciously miss a detail about someone?,miss,9
9dced9,0,i hate being taken for granted,hate,6
9dc9o4,0,Lightning induced PTSD today :),induce,5
9dc8h9,0,Anybody ever work on a cruise ship?,work,8
9dc3a7,0,"Can't sleep, anyone want to chat?",want,9
9dc354,0,Does Anyone Ever Wonder About Their Humanity?,wonder,8
9dbsx5,0,Opinion needed: Am I the bad guy?,need,9
9db6nf,1,Care to cheer me up?,care,6
9db1ee,0,I need a way to wake up my boyfriend 😬,need,10
9dax8a,0,Do I really need good teeth?,need,7
9dacul,0,How do you guys wake up in the morning?,wake,10
9dabng,1,I just wanna see some people having fun.,see,9
9da6w1,0,I just started wearing glasses today,start,6
9d9ky3,0,Should ladies still be served first at nice restaurants?,serve,10
9d9huv,1,Anyone want to swap?,want,5
9d8y3u,0,I really like the idea of this sub,like,8
9d89f0,0,Why do you break your Nike stuff?,break,8
9d6zdy,0,The Professor Forced People to Join My Group,force,8
9d6pky,0,Women tries to guilt me because I defended myself,try,9
9d64e4,1,"Oh well, here goes nothings.",go,7
9d581g,1,"It sounds horrible.""",sound,5
9d4ctf,1,I want to become interested and passionate about something.,want,10
9d44ul,0,How do I prevent someone from being racist?,prevent,9
9d3unw,0,My advisor is leaving,leave,4
9d3t8o,0,Do asexual couples send nudes to each other ironically?,send,10
9d3l05,0,Just got back from an annual hiking trip!,get,9
9d39fc,0,"This small, insignificant interaction made my day!",make,9
9d382y,0,What should my bf & I cook for dinner?,cook,10
9d3351,0,Does anyone else think h3h3 fell off?,think,8
9d2zdl,1,Does anyone know what's going on here ?,know,9
9d2oxo,0,Who else is Not looking forward to tomorrow?,look,9
9d2kv8,0,Just laying around,lay,3
9d2iql,1,"Hello, what does this mean?",mean,7
9d21v0,0,Worked my first 12 hour shift today,work,7
9d1z93,0,I think I got a slight crush,think,7
9d1yx1,0,I tried talking to someone and he ignored me.,try,10
9d1xe0,0,What Makes You Happy?,make,5
9czr6y,0,How’s your day going?,go,6
9cyveq,0,Humans talk about Color a lot!,talk,7
9cynyi,0,I have reached a goal and feel incredibly happy tonight,reach,10
9cyi8w,0,I caught myself thinking just now,catch,6
9cygkt,0,I don't know what to do.,know,8
9cy3hs,0,Punched myself in the nuts...,punch,6
9cxvs9,0,"Asking Former High School Teacher Out, thoughts?",ask,9
9cxvma,0,What are you doing today?,do,6
9cxnh0,1,Starting a new job next week.,start,7
9cxllt,0,I finally joined the gym,join,5
9cxkfz,1,So much has changed in 10 years.,change,8
9cx65n,0,I don’t feel so good,feel,6
9cwx05,1,What's made you happy today?,make,7
9cwovj,0,I hate my college town,hate,5
9cwmsi,0,I broke into my own house today.,break,8
9cwiww,0,How do you deal with nervousness/anxiousness?,deal,9
9cw9rd,1,"One year later, I still love my job.",love,10
9cw90c,0,Tell me about a regional and / or seasonal food,tell,10
9cvwf5,0,Learning to cook to help with my mental health.,learn,10
9cvo11,0,The age of older computers is sorely missed,miss,8
9cvn0u,0,Waking up early in the morning.,wake,7
9cveo2,0,I feel glad to be alive when...,feel,8
9cv7n6,0,Anyone else knocked out by allergy right now?,knock,9
9cut2a,0,I passed my driving theory exam,pass,6
9cuq18,0,I just messaged this girl at work.,message,8
9ctvu8,0,I can orient myself all of a sudden,orient,8
9ctfss,0,Anyone know any boring vids to watch,know,7
9csa02,1,Let me explain,let,3
9cs4lr,0,I just listened to Despacito for the first time!,listen,10
9cs04y,1,What does a perfect day for you look like?,look,10
9crwtp,0,Been watching great british bake off!,bake,7
9crs38,0,Where did your name come from?,come,7
9cr3rc,0,Come along with me,come,4
9cr2k8,0,I've been dreaming a lot,dream,6
9cqxqq,1,Nothing in my bloodwork shows anything of concern.,show,9
9cqubv,0,How to NOT scratch glossy items??,scratch,8
9cqq5l,1,Ill be moving in with a family member.,move,9
9cqkfc,0,Is sitting on a horse animal abuse?,sit,8
9cq4gz,0,Does anybody else think that driving is too risky?,think,10
9cpnte,0,Today I got prescribed antidepressants,get,5
9cpiqq,0,I've barely talked to anyone recently.,talk,8
9cp5sq,1,I think more men should be the little spoon.,think,10
9copwp,0,Thank you if you clean,thank,5
9cnjcn,0,I've finally graduated from university,graduate,6
9cmodh,0,Anyone feeling nothing?,feel,4
9clu4s,0,Looking for someone,look,3
9cltvq,1,My family can’t afford airplane tickets.,afford,8
9clih5,0,Let’s talk about your favorite movie scene,let,8
9clg8g,0,My Dad passed away last night,pass,6
9cl2s6,0,Are we all supposed to be passionate about something?,suppose,10
9ck204,1,Just want some casual conversation,want,5
9ck0z8,0,I understand what loyalty feels like for the first time,understand,10
9cjofj,0,Has anyone ever quit biting their nails?,quit,8
9cjobo,0,Any Introverts here wanting to improve with convo?,want,9
9ciyyy,0,Just started a new job!,start,6
9cixz3,0,Working overnight,work,2
9cio6u,0,I held a funeral for a duckling today.,hold,9
9ciced,0,How’d you meet your best friend?,meet,8
9ci7ec,0,Let’s have a thread talking about life!,let,9
9ci2dn,0,"How do you see it, karma or dharma?",see,10
9chw08,1,Who else needs a shorter life expectancy?,need,8
9chu77,0,I dropped an unexpected $500 today for flea treatments,drop,10
9chrxj,0,How can she sleep beside that?!,sleep,8
9chnbj,0,I got three hornet strings today,get,6
9chkdf,0,Tell me about your pets!,tell,6
9chggl,0,Shitstorm at Work Today,shitstorm,4
9che7m,1,Cure me of my boredom!,cure,6
9chcqn,0,I keep getting involved in love triangles with my friends,keep,10
9chbal,0,Someone asked this question in flight attendant training:,ask,9
9ch2w1,1,Who wants to chat?,want,5
9ch0mz,0,My new antidepressant is working and my husband noticed.,work,10
9cgi72,0,Last night this girl came up to me...,come,9
9cgeu1,0,Cursing in Public?,curse,4
9cg9sk,0,I'd like to improve,like,5
9cfnre,0,Help?,help,2
9cfm5c,1,It looked like a thick syrup.,look,7
9cevcf,0,What’s your comfort food?,’,6
9cecqs,1,My car broke down.,break,5
9ceb2a,0,I start art school tomorrow!,start,6
9ce479,0,I love comedy.,love,4
9ce2kn,1,How many people here play the game Stardew Valley?,play,10
9cdpbv,0,Anyone feel satisfied when you make comments disappear?,feel,9
9cd8zv,1,How do you move on?,move,6
9cd64h,0,Funny thing happened yesterday,happen,4
9ccte5,1,I'm quitting after only three months.,quit,8
9cc3w8,1,Agree or disagree?,agree,4
9cbxcf,0,Should I say yes?,say,5
